UNIPROT,ENSEMBL,ENSEMBLPROT,ENSEMBLTRANS,ENTREZID,SYMBOL,UNIGENE
Q7QIH7,AGAP006872,AGAP006872-PA,AGAP006872-RA,1270206,AgaP_AGAP006872,
Q7PJ49,,,,1277851,AgaP_AGAP008100,
Q7PWL6,AGAP008922,AGAP008922-PA,AGAP008922-RA,1279892,AgaP_AGAP008922,
Q7Q8X3,AGAP010502,AGAP010502-PA,AGAP010502-RA,1275241,AgaP_AGAP010502,
A0NCU8,,,,4577919,AgaP_AGAP010466,
Q7QGI8,AGAP011557,AGAP011557-PA,AGAP011557-RA,1271199,AgaP_AGAP011557,
F5HKB8,AGAP002996,AGAP002996-PD,AGAP002996-RD,1272962,AgaP_AGAP002996,
Q7Q8E3,,,,1275518,AgaP_AGAP008670,
Q7QJM3,AGAP007578,AGAP007578-PA,AGAP007578-RA,1269651,AgaP_AGAP007578,
Q5TVQ0,AGAP010966,AGAP010966-PA,AGAP010966-RA,1270997,AgaP_AGAP010966,
Q5TQD6,AGAP008276,AGAP008276-PA,AGAP008276-RA,3291691,AgaP_AGAP008276,
A7UUM6,,,,5668205,AgaP_AGAP008457,
Q7Q4M6,AGAP008488,AGAP008488-PA,AGAP008488-RA,1277490,AgaP_AGAP008488,
Q7PSY9,AGAP005288,AGAP005288-PC,AGAP005288-RC,1270399,AgaP_AGAP005288,
A7UTN8,AGAP005385,AGAP005385-PA,AGAP005385-RA,5667138,AgaP_AGAP005385,
Q7PWF0,,,,1279951,AgaP_AGAP008989,
Q7PUE1,AGAP001273,AGAP001273-PA,AGAP001273-RA,1281905,AgaP_AGAP001273,
A0NDD1,AGAP004129,AGAP004129-PA,AGAP004129-RA,4577359,AgaP_AGAP004129,
Q7Q8V5,AGAP010543,AGAP010543-PA,AGAP010543-RA,1275273,AgaP_AGAP010543,
Q7PUN7,AGAP001748,AGAP001748-PA,AGAP001748-RA,1281426,AgaP_AGAP001748,
A0NGT6,AGAP011697,AGAP011697-PA,AGAP011697-RA,4577910,AgaP_AGAP011697,
Q7Q440,,,,1277778,AgaP_AGAP008193,
Q7QFS8,AGAP003861,AGAP003861-PA,AGAP003861-RA,1271597,AgaP_AGAP003861,
A0NED4,AGAP005480,AGAP005480-PA,AGAP005480-RA,4576343,AgaP_AGAP005480,
Q7PTI1,AGAP003892,AGAP003892-PA,AGAP003892-RA,1269480,AgaP_AGAP003892,
Q7PUN2,AGAP001969,AGAP001969-PA,AGAP001969-RA,1281153,AgaP_AGAP001969,
Q7QGH6,AGAP011546,AGAP011546-PA,AGAP011546-RA,1271213,AgaP_AGAP011546,
Q7Q6F2,AGAP005880,AGAP005880-PA,AGAP005880-RA,1276545,AgaP_AGAP005880,
F5HM03,AGAP013547,AGAP013547-PA,AGAP013547-RA,11176127,AgaP_AGAP013547,
F5HJZ1,,,,4576020,AgaP_AGAP000801,
Q5TPV9,AGAP011365,AGAP011365-PA,AGAP011365-RA,3291301,AgaP_AGAP011365,
Q7QHB4,,,,1270811,AgaP_AGAP011114,
F5HM65,AGAP013167,AGAP013167-PA,AGAP013167-RA,11175826,AgaP_AGAP013167,
Q7Q0R8,,,,1279614,AgaP_AGAP010194,
Q7PS40,AGAP000070,AGAP000070-PA,AGAP000070-RA,1272204,AgaP_AGAP000070,
Q7PXJ3,AGAP001429,AGAP001429-PB,AGAP001429-RB,1281746,AgaP_AGAP001429,
A7US66,AGAP011000,AGAP011000-PA,AGAP011000-RA,5667822,AgaP_AGAP011000,
Q7Q3J5,AGAP007907,AGAP007907-PA,AGAP007907-RA,1278048,AgaP_AGAP007907,
A7URJ9,AGAP007233,AGAP007233-PA,AGAP007233-RA,5667059,AgaP_AGAP007233,
Q7Q5W5,AGAP006166,AGAP006166-PA,AGAP006166-RA,1276834,AgaP_AGAP006166,
Q7PSK2,AGAP010968,AGAP010968-PA,AGAP010968-RA,1270989,CLIPA9,
A7UTK0,AGAP004602,AGAP004602-PA,AGAP004602-RA,5667623,AgaP_AGAP004602,
Q7PKD5,AGAP012063,AGAP012063-PA,AGAP012063-RA,1280604,AgaP_AGAP012063,
Q7QJB0,AGAP007389,AGAP007389-PA,AGAP007389-RA,1269793,AgaP_AGAP007389,
Q7QAP7,AGAP003590,AGAP003590-PA,AGAP003590-RA,1274254,AgaP_AGAP003590,
Q7PRB6,AGAP002323,AGAP002323-PA,AGAP002323-RA,1273646,AgaP_AGAP002323,
Q7PXT2,AGAP001553,AGAP001553-PA,AGAP001553-RA,1281621,AgaP_AGAP001553,
Q7PWJ0,AGAP008944,AGAP008944-PA,AGAP008944-RA,1279914,AgaP_AGAP008944,
Q7Q275,AGAP003993,AGAP003993-PA,AGAP003993-RA,1278812,AgaP_AGAP003993,
Q7PXX9,AGAP001649,AGAP001649-PA,AGAP001649-RA,1281524,AgaP_AGAP001649,
Q5TPS9,AGAP004815,AGAP004815-PA,AGAP004815-RA,3289853,AgaP_AGAP004815,
A0NBP9,AGAP005268,AGAP005268-PA,AGAP005268-RA,4576648,AgaP_AGAP005268,
Q7QA23,AGAP004468,AGAP004468-PA,AGAP004468-RA,1274615,AgaP_AGAP004468,
Q7QE71,AGAP000792,AGAP000792-PA,AGAP000792-RA,1272386,AgaP_AGAP000792,
Q7QES5,AGAP000128,AGAP000128-PA,AGAP000128-RA,1272140,AgaP_AGAP000128,
Q7QJU1,,,,1269570,AgaP_AGAP007657,
Q66T33,AGAP000138,AGAP000138-PA,AGAP000138-RA,1272129,AgaP_AGAP000138,
Q7Q3Y4,,,,1277854,AgaP_AGAP008097,
Q7QFJ9,AGAP000535,AGAP000535-PA,AGAP000535-RA,1271705,AgaP_AGAP000535,
Q7PE03,AGAP012836,AGAP012836-PA,AGAP012836-RA,1268272,AgaP_AGAP012836,
Q7QDW5,,,,1272584,AgaP_AGAP010456,
Q7QC49,AGAP002451,AGAP002451-PA,AGAP002451-RA,1273513,SCRB1,
Q5TXL7,AGAP012900,AGAP012900-PA,AGAP012900-RA,3292489,AgaP_AGAP012900,Aga.33899
Q7Q4W3,AGAP000843,AGAP000843-PA,AGAP000843-RA,1277356,AgaP_AGAP000843,
Q7QHQ2,AGAP011296,AGAP011296-PA,AGAP011296-RA,1270636,AgaP_AGAP011296,
Q7PQH5,AGAP003605,AGAP003605-PA,AGAP003605-RA,1274269,AgaP_AGAP003605,
Q7PY98,AGAP001806,AGAP001806-PA,AGAP001806-RA,1281308,AgaP_AGAP001806,
A0NGS6,AGAP011738,AGAP011738-PA,AGAP011738-RA,4577683,AgaP_AGAP011738,
Q7PUI5,AGAP001342,AGAP001342-PA,AGAP001342-RA,1281837,AgaP_AGAP001342,
Q7QJ61,AGAP007310,AGAP007310-PA,AGAP007310-RA,1269859,AgaP_AGAP007310,
Q7PKD2,AGAP011991,AGAP011991-PA,AGAP011991-RA,1280680,GPROR61,
Q7PZA6,AGAP011816,AGAP011816-PA,AGAP011816-RA,1280832,AgaP_AGAP011816,
Q7PNX3,AGAP005319,AGAP005319-PA,AGAP005319-RA,1276033,AgaP_AGAP005319,
Q7QL44,AGAP012471,AGAP012471-PA,AGAP012471-RA,1268741,AgaP_AGAP012471,
Q5TWT2,AGAP007262,AGAP007262-PA,AGAP007262-RA,3290331,AgaP_AGAP007262,
F5HK44,AGAP012970,AGAP012970-PA,AGAP012970-RA,11175832,AgaP_AGAP012970,
Q7QEU9,AGAP000161,AGAP000161-PA,AGAP000161-RA,1272102,AgaP_AGAP000161,
A0NGN4,AGAP012039,AGAP012039-PA,AGAP012039-RA,4577928,AgaP_AGAP012039,
Q7PRU9,,,,1272095,GPRFZ3,
A7USP6,AGAP003385,AGAP003385-PA,AGAP003385-RA,5667565,CPR123,
Q7PP76,AGAP006343,AGAP006343-PA,AGAP006343-RA,1276948,PGRPS2,
Q8I952,AGAP006388,AGAP006388-PA,AGAP006388-RA,1277000,AgaP_AGAP006388,
Q7QJC8,AGAP007420,AGAP007420-PA,AGAP007420-RA,1269768,AgaP_AGAP007420,
A7UU08,AGAP006039,AGAP006039-PA,AGAP006039-RA,5667365,AgaP_AGAP006039,
Q7PSX2,AGAP000963,AGAP000963-PA,AGAP000963-RA,1270458,AgaP_AGAP000963,
Q7PW34,,,,1280057,AgaP_AGAP009105,
F5HMH6,AGAP013340,AGAP013340-PA,AGAP013340-RA,11175729,AgaP_AGAP013340,
Q5TV93,AGAP003878,AGAP003878-PA,AGAP003878-RA,3290920,AgaP_AGAP003878,
Q7QEM0,AGAP000057,AGAP000057-PA,AGAP000057-RA,1272219,AgaP_AGAP000057,
Q7Q764,AGAP005479,AGAP005479-PA,AGAP005479-RA,1276170,AgaP_AGAP005479,
A7UVJ5,AGAP001789,AGAP001789-PA,AGAP001789-RA,5667537,AgaP_AGAP001789,
Q7QD55,AGAP002967,AGAP002967-PA,AGAP002967-RA,1272996,AgaP_AGAP002967,
Q7QBG3,AGAP003184,AGAP003184-PA,AGAP003184-RA,1273856,AgaP_AGAP003184,
Q7PUR0,AGAP001345,AGAP001345-PA,AGAP001345-RA,1281835,AgaP_AGAP001345,
Q5TQY4,AGAP006437,AGAP006437-PA,AGAP006437-RA,3290161,AgaP_AGAP006437,
Q7Q9Y6,AGAP004528,AGAP004528-PA,AGAP004528-RA,1274673,AgaP_AGAP004528,
A0NHA4,AGAP001965,AGAP001965-PA,AGAP001965-RA,4576984,AgaP_AGAP001965,
Q7QAT0,,,,1274215,AgaP_AGAP003556,
Q7QCM1,AGAP002705,AGAP002705-PA,AGAP002705-RA,1273263,AgaP_AGAP002705,
Q7Q1N4,AGAP009711,AGAP009711-PA,AGAP009711-RA,1279098,AgaP_AGAP009711,
A7USN3,,,,5667985,AgaP_AGAP010374,
A7UV85,,,,5668267,AgaP_AGAP008963,
F5HK78,AGAP002352,AGAP002352-PB,AGAP002352-RB,1273612,AgaP_AGAP002352,
Q5TQV1,AGAP006525,AGAP006525-PA,AGAP006525-RA,3290193,AgaP_AGAP006525,
Q7QCZ6,AGAP002878,AGAP002878-PA,AGAP002878-RA,1273089,AgaP_AGAP002878,
Q5TWH9,AGAP006834,AGAP006834-PA,AGAP006834-RA,3290245,CPR69,
Q7QFG5,AGAP000473,AGAP000473-PA,AGAP000473-RA,1271765,AgaP_AGAP000473,
Q7PX06,AGAP001149,AGAP001149-PA,AGAP001149-RA,1282017,AgaP_AGAP001149,
F5HKQ7,AGAP013131,AGAP013131-PA,AGAP013131-RA,11175738,AgaP_AGAP013131,
Q7QCQ6,AGAP002760,AGAP002760-PA,AGAP002760-RA,1273208,AgaP_AGAP002760,
Q7Q8U6,AGAP010550,AGAP010550-PA,AGAP010550-RA,1275285,AgaP_AGAP010550,
Q7QFL7,AGAP000555,AGAP000555-PA,AGAP000555-RA,1271669,MOCOS_ANOGA,
Q7QF73,AGAP000334,AGAP000334-PA,AGAP000334-RA,1271925,AgaP_AGAP000334,
Q7Q1I6,AGAP009775,AGAP009775-PA,AGAP009775-RA,1279182,AgaP_AGAP009775,
Q7Q176,AGAP009931,AGAP009931-PA,AGAP009931-RA,1279346,AgaP_AGAP009931,
F5HKU3,AGAP013190,AGAP013190-PA,AGAP013190-RA,11176005,AgaP_AGAP013190,
A7UV47,AGAP009911,AGAP009911-PA,AGAP009911-RA,5668166,AgaP_AGAP009911,
Q5TNT2,,,,3292148,AgaP_AGAP010243,
Q7PQ92,AGAP004572,AGAP004572-PB,AGAP004572-RB,1274712,AgaP_AGAP004572,
Q7PT89,AGAP007374,AGAP007374-PA,AGAP007374-RA,1269809,AgaP_AGAP007374,
Q7PPN1,,,,1275507,AgaP_AGAP008656,
A0NG25,AGAP010124,AGAP010124-PA,AGAP010124-RA,4578368,CPR98,
Q7PI27,AGAP004599,AGAP004599-PA,AGAP004599-RA,1275934,AgaP_AGAP004599,
F5HIZ0,AGAP013444,AGAP013444-PA,AGAP013444-RA,11175628,AgaP_AGAP013444,
Q7PZE1,AGAP011858,AGAP011858-PA,AGAP011858-RA,1280796,AgaP_AGAP011858,
Q7QA03,AGAP004499,AGAP004499-PB,AGAP004499-RB,1274645,AgaP_AGAP004499,
F5HLT9,AGAP013140,AGAP013140-PA,AGAP013140-RA,11175983,AgaP_AGAP013140,
Q7PVI8,,,,1280228,AgaP_AGAP009265,
Q7PQH3,AGAP003533,AGAP003533-PA,AGAP003533-RA,1274190,AgaP_AGAP003533,
Q5TQJ0,AGAP008526,AGAP008526-PA,AGAP008526-RA,1277447,AgaP_AGAP008526,
Q7Q844,AGAP008811,AGAP008811-PA,AGAP008811-RA,1275668,AgaP_AGAP008811,
Q7PW08,,,,1280082,AgaP_AGAP009126,
Q7Q223,AGAP010785,AGAP010785-PA,AGAP010785-RA,1278879,AgaP_AGAP010785,
Q5TUD8,,,,3291086,AgaP_AGAP010435,
Q7Q0B5,AGAP012371,AGAP012371-PA,AGAP012371-RA,1280341,AgaP_AGAP012371,
Q8I8Q8,,,,1271979,OBP8,
Q7PPK6,,,,1275590,AgaP_AGAP008737,
Q7QK30,AGAP011061,AGAP011061-PA,AGAP011061-RA,1269448,AgaP_AGAP011061,
Q7PP60,,,,1276294,AgaP_AGAP005607,
A7UVH4,AGAP011665,AGAP011665-PA,AGAP011665-RA,5667978,AgaP_AGAP011665,
Q7QE83,AGAP000779,AGAP000779-PA,AGAP000779-RA,1272369,AgaP_AGAP000779,
Q7PNG7,,,,1277464,AgaP_AGAP008509,
Q7PWL0,,,,1279897,AgaP_AGAP008927,
Q7PU37,AGAP012881,AGAP012881-PA,AGAP012881-RA,1267549,AgaP_AGAP012881,
A7URU5,AGAP006980,AGAP006980-PA,AGAP006980-RA,5667030,AgaP_AGAP006980,
Q7PKK0,AGAP001252,AGAP001252-PA,AGAP001252-RA,3290448,AgaP_AGAP001252,
Q7PSR6,AGAP011247,AGAP011247-PA,AGAP011247-RA,1270680,AgaP_AGAP011247,
A7UU11,AGAP006077,AGAP006077-PA,AGAP006077-RA,1276748,OBP51,
F5HM82,AGAP002026,AGAP002026-PB,AGAP002026-RB,1281091,AgaP_AGAP002026,
A7USV9,AGAP002350,AGAP002350-PB,AGAP002350-RB,1273614,AgaP_AGAP002350,
Q7PND4,AGAP007751,AGAP007751-PB,AGAP007751-RB,1278216,AgaP_AGAP007751,
Q7PWM7,,,,1279880,AgaP_AGAP008912,
Q5TTT7,AGAP002516,AGAP002516-PA,AGAP002516-RA,3290632,AgaP_AGAP002516,
Q7Q4J2,,,,1277552,AgaP_AGAP008425,
Q7PNF2,AGAP008281,AGAP008281-PA,AGAP008281-RA,1277701,AgaP_AGAP008281,
Q7PME0,AGAP010061,AGAP010061-PA,AGAP010061-RA,1279491,AgaP_AGAP010061,
Q7Q5W4,AGAP006168,AGAP006168-PA,AGAP006168-RA,1276836,AgaP_AGAP006168,
Q7QIG5,AGAP006837,AGAP006837-PA,AGAP006837-RA,1270230,CPR55,
F5HL31,AGAP013211,AGAP013211-PA,AGAP013211-RA,11176022,AgaP_AGAP013211,
F5HIX9,AGAP013228,AGAP013228-PA,AGAP013228-RA,11176104,AgaP_AGAP013228,
Q7Q1K4,AGAP009743,AGAP009743-PA,AGAP009743-RA,1279151,AgaP_AGAP009743,
Q7PQR9,AGAP003246,AGAP003246-PA,AGAP003246-RA,1273920,CLIPB2,
A0NCY8,,,,4577192,AgaP_AGAP003467,
Q7QG04,AGAP003750,AGAP003750-PA,AGAP003750-RA,1271482,AgaP_AGAP003750,
Q7PM55,,,,1279639,AgaP_AGAP010217,
A0NDG6,AGAP004267,AGAP004267-PA,AGAP004267-RA,4576887,CAP10_ANOGA,
F5HL10,AGAP013292,AGAP013292-PA,AGAP013292-RA,11175802,AgaP_AGAP013292,
A7UR44,AGAP011037,AGAP011037-PA,AGAP011037-RA,5668039,AgaP_AGAP011037,
A7UR37,AGAP002206,AGAP002206-PA,AGAP002206-RA,5667663,AgaP_AGAP002206,
Q7PRJ3,AGAP010430,AGAP010430-PA,AGAP010430-RA,1272617,AgaP_AGAP010430,
Q7QH43,AGAP003508,AGAP003508-PA,AGAP003508-RA,1270921,AgaP_AGAP003508,
Q7Q8I4,,,,1275463,AgaP_AGAP008614,
Q7PN22,AGAP007942,AGAP007942-PA,AGAP007942-RA,1278013,AgaP_AGAP007942,
Q5TR46,AGAP006147,AGAP006147-PA,AGAP006147-RA,3290116,AgaP_AGAP006147,
Q7PZG8,,,,1280760,AgaP_AGAP011900,
Q7PHH2,AGAP005221,AGAP005221-PA,AGAP005221-RA,1274929,AgaP_AGAP005221,
Q7PVA3,,,,1280765,AgaP_AGAP011895,
F5HIZ2,AGAP013514,AGAP013514-PA,AGAP013514-RA,11175980,AgaP_AGAP013514,
F5HKG4,AGAP013114,AGAP013114-PA,AGAP013114-RA,11176101,AgaP_AGAP013114,
A7USM6,AGAP010743,AGAP010743-PA,AGAP010743-RA,5668025,AgaP_AGAP010743,
Q5TPQ4,AGAP004805,AGAP004805-PA,AGAP004805-RA,1278418,AgaP_AGAP004805,
F5HMX6,AGAP013177,AGAP013177-PA,AGAP013177-RA,11176105,AgaP_AGAP013177,
Q7PIY0,AGAP007757,AGAP007757-PA,AGAP007757-RA,1278209,GPRGR45,
Q7PCY9,AGAP009909,AGAP009909-PA,AGAP009909-RA,1279323,AgaP_AGAP009909,
Q7Q5E5,AGAP006482,AGAP006482-PA,AGAP006482-RA,1277088,AgaP_AGAP006482,
Q7PIX6,,,,1278213,AgaP_AGAP007754,
Q7QDW3,,,,1272586,AgaP_AGAP010454,
Q5TNB7,AGAP009166,AGAP009166-PA,AGAP009166-RA,3291915,IKK1,
Q7Q5B1,AGAP006533,AGAP006533-PA,AGAP006533-RA,1277131,AgaP_AGAP006533,
F5HKM1,AGAP013370,AGAP013370-PA,AGAP013370-RA,11175683,AgaP_AGAP013370,
Q7PM85,AGAP009687,AGAP009687-PA,AGAP009687-RA,1279076,AgaP_AGAP009687,
Q7QEP9,AGAP000095,AGAP000095-PB,AGAP000095-RB,1272176,AgaP_AGAP000095,
Q7Q2S3,AGAP004786,AGAP004786-PA,AGAP004786-RA,1278437,AgaP_AGAP004786,
Q7QFU7,AGAP003833,AGAP003833-PA,AGAP003833-RA,1271572,AgaP_AGAP003833,
Q7Q4X5,AGAP000831,AGAP000831-PA,AGAP000831-RA,1277341,AgaP_AGAP000831,
Q7QHM0,AGAP011249,AGAP011249-PA,AGAP011249-RA,1270677,AgaP_AGAP011249,
Q7PD18,AGAP012765,AGAP012765-PA,AGAP012765-RA,1267979,AgaP_AGAP012765,Aga.32244
Q7Q4B7,AGAP008325,AGAP008325-PA,AGAP008325-RA,1277660,AgaP_AGAP008325,
A7USW6,AGAP002321,AGAP002321-PA,AGAP002321-RA,5667626,AgaP_AGAP002321,
Q7PFV1,AGAP000046,AGAP000046-PA,AGAP000046-RA,1272229,AgaP_AGAP000046,
A0NFA7,AGAP007768,AGAP007768-PA,AGAP007768-RA,4578263,AgaP_AGAP007768,
Q7PX56,AGAP001224,AGAP001224-PA,AGAP001224-RA,1281946,AgaP_AGAP001224,
Q5TUT5,AGAP000041,AGAP000041-PA,AGAP000041-RA,3289599,AgaP_AGAP000041,
Q7PTH9,AGAP003886,AGAP003886-PB,AGAP003886-RB,1269473,AgaP_AGAP003886,
Q5TX34,AGAP007645,AGAP007645-PA,AGAP007645-RA,3290406,AgaP_AGAP007645,
Q7PMH9,AGAP010133,AGAP010133-PA,AGAP010133-RA,1279553,SCRBQ2,
Q7QD49,AGAP002956,AGAP002956-PA,AGAP002956-RA,1273007,AgaP_AGAP002956,
Q7QJA8,AGAP007387,AGAP007387-PA,AGAP007387-RA,1269795,AgaP_AGAP007387,
Q7Q3D0,,,,1278144,AgaP_AGAP007809,
Q7QCJ3,AGAP002655,AGAP002655-PA,AGAP002655-RA,1273304,AgaP_AGAP002655,
Q5TRQ4,AGAP005370,AGAP005370-PA,AGAP005370-RA,3289954,COEBE4D,
Q7QIM5,AGAP006952,AGAP006952-PA,AGAP006952-RA,1270132,AgaP_AGAP006952,
Q7Q1T2,AGAP009641,AGAP009641-PA,AGAP009641-RA,1279018,AgaP_AGAP009641,
Q5TPW4,,,,3291305,AgaP_AGAP011379,
Q7QKI0,AGAP010632,AGAP010632-PA,AGAP010632-RA,1269214,AgaP_AGAP010632,
Q7Q459,,,,1277747,AgaP_AGAP008233,
Q7PN26,AGAP007952,AGAP007952-PA,AGAP007952-RA,1278000,AgaP_AGAP007952,
Q7Q5S1,AGAP006239,AGAP006239-PA,AGAP006239-RA,1276900,AgaP_AGAP006239,
Q5TTY7,AGAP002727,AGAP002727-PA,AGAP002727-RA,3290675,AgaP_AGAP002727,
Q7Q316,AGAP011435,AGAP011435-PA,AGAP011435-RA,4577495,AgaP_AGAP011435,
Q7PT09,AGAP006948,AGAP006948-PA,AGAP006948-RA,1270136,AgaP_AGAP006948,
Q5TWF8,AGAP006755,AGAP006755-PA,AGAP006755-RA,1270305,AgaP_AGAP006755,
Q7Q0M9,,,,1279679,AgaP_AGAP010257,
Q7PY13,AGAP001697,AGAP001697-PA,AGAP001697-RA,1281478,AgaP_AGAP001697,
Q7QHK5,AGAP011226,AGAP011226-PA,AGAP011226-RA,1270699,AgaP_AGAP011226,
Q7QE17,AGAP010697,AGAP010697-PA,AGAP010697-RA,1272501,AgaP_AGAP010697,
A0NH29,AGAP001536,AGAP001536-PA,AGAP001536-RA,4576821,AgaP_AGAP001536,
Q7Q5B5,AGAP006530,AGAP006530-PA,AGAP006530-RA,1277127,AgaP_AGAP006530,
Q7PCS9,AGAP012196,AGAP012196-PA,AGAP012196-RA,1280489,AgaP_AGAP012197,
Q7PSE3,,,,1271251,AgaP_AGAP009340,
Q7QDI8,AGAP003425,AGAP003425-PA,AGAP003425-RA,1272799,AgaP_AGAP003425,
Q7Q7A8,AGAP005411,AGAP005411-PA,AGAP005411-RA,1276110,AgaP_AGAP005411,
Q7QB14,AGAP004238,AGAP004238-PA,AGAP004238-RA,1274083,AgaP_AGAP004238,
Q7QJF9,AGAP007499,AGAP007499-PA,AGAP007499-RA,1269729,AgaP_AGAP007499,
Q7PJP4,AGAP003995,AGAP003995-PA,AGAP003995-RA,1278816,AgaP_AGAP003995,
A0NGU0,AGAP011664,AGAP011664-PA,AGAP011664-RA,4577483,AgaP_AGAP011664,
Q7Q2M7,AGAP004723,AGAP004723-PA,AGAP004723-RA,1278505,AgaP_AGAP004723,
F5HLD1,AGAP013502,AGAP013502-PA,AGAP013502-RA,11176041,AgaP_AGAP013502,
Q7QFQ9,AGAP000624,AGAP000624-PA,AGAP000624-RA,1271688,AgaP_AGAP000624,
Q7Z275,AGAP000165,AGAP000165-PA,AGAP000165-RA,1272098,GSTMIC1,
A7UTN9,AGAP005390,AGAP005390-PA,AGAP005390-RA,1276091,AgaP_AGAP005390,
Q7QBW1,AGAP002335,AGAP002335-PA,AGAP002335-RA,1273632,AgaP_AGAP002335,
Q7Q2D4,AGAP004665,AGAP004665-PA,AGAP004665-RA,1278717,AgaP_AGAP004665,
Q7PYI2,AGAP001952,AGAP001952-PA,AGAP001952-RA,1281173,AgaP_AGAP001952,
Q7QE81,AGAP000781,AGAP000781-PA,AGAP000781-RA,1272373,AgaP_AGAP000781,
A7UUQ1,,,,5668130,AgaP_AGAP008083,
Q7Q3G6,,,,1278093,AgaP_AGAP007863,
Q7PS20,AGAP000374,AGAP000374-PA,AGAP000374-RA,1271882,AgaP_AGAP000374,
Q5TRS7,AGAP005408,AGAP005408-PA,AGAP005408-RA,3289961,AgaP_AGAP005408,
A7URH9,AGAP007275,AGAP007275-PA,AGAP007275-RA,5666889,AgaP_AGAP007275,
Q7QH53,AGAP004086,AGAP004086-PA,AGAP004086-RA,1270883,AgaP_AGAP004086,
Q7QEA4,AGAP000748,AGAP000748-PA,AGAP000748-RA,1272337,AgaP_AGAP000748,
Q7QEX5,AGAP000196,AGAP000196-PA,AGAP000196-RA,1272068,AgaP_AGAP000196,
F5HMW0,AGAP013048,AGAP013048-PA,AGAP013048-RA,11175582,AgaP_AGAP013048,
Q7PNC3,AGAP008332,AGAP008332-PA,AGAP008332-RA,1277651,AgaP_AGAP008332,
Q7QGS5,AGAP010874,AGAP010874-PA,AGAP010874-RA,1271082,AgaP_AGAP010874,
Q7QJK0,AGAP007552,AGAP007552-PA,AGAP007552-RA,1269680,AgaP_AGAP007552,
Q7QBB6,AGAP004092,AGAP004092-PA,AGAP004092-RA,1274010,AgaP_AGAP004092,
A7USI3,AGAP000301,AGAP000301-PA,AGAP000301-RA,5666770,AgaP_AGAP000301,
Q7QL67,AGAP012768,AGAP012768-PA,AGAP012768-RA,1268757,AgaP_AGAP012768,
Q7QIS6,AGAP007044,AGAP007044-PA,AGAP007044-RA,1270057,AgaP_AGAP007044,
Q7QHH0,AGAP011184,AGAP011184-PA,AGAP011184-RA,1270743,AgaP_AGAP011184,
Q7Q3R1,,,,1277958,AgaP_AGAP007991,
O02350,AGAP009593,AGAP009593-PA,AGAP009593-RA,1278958,CBPA1_ANOGA,
Q5TX27,AGAP007624,AGAP007624-PA,AGAP007624-RA,3290404,AgaP_AGAP007624,
Q7QHG9,AGAP011182,AGAP011182-PA,AGAP011182-RA,1270745,AgaP_AGAP011182,
A0T4G0,AGAP003069,AGAP003069-PA,AGAP003069-RA,1273745,AgaP_AGAP003069,
A0A1W5,,,,,,
A0NDB9,AGAP003128,AGAP003128-PA,AGAP003128-RA,4576873,AgaP_AGAP003128,
Q7QG88,,,,1271352,AgaP_AGAP009554,
Q7Q1L6,AGAP009727,AGAP009727-PA,AGAP009727-RA,1279134,AgaP_AGAP009727,
A7UU06,AGAP006032,AGAP006032-PA,AGAP006032-RA,5667353,AgaP_AGAP006032,
A0NAZ1,AGAP012654,AGAP012654-PA,AGAP012654-RA,4397691,AgaP_AGAP012654,Aga.29484
Q7QEC4,AGAP000717,AGAP000717-PA,AGAP000717-RA,1272310,AgaP_AGAP000717,
Q7PXH4,AGAP001404,AGAP001404-PA,AGAP001404-RA,1281773,AgaP_AGAP001404,
F5HJW0,AGAP000708,AGAP000708-PA,AGAP000708-RA,4576002,AgaP_AGAP000708,
A7UV76,AGAP009062,AGAP009062-PA,AGAP009062-RA,5668155,AgaP_AGAP009062,
A7UT30,AGAP004308,AGAP004308-PA,AGAP004308-RA,5667429,AgaP_AGAP004308,
Q7QAD2,AGAP004295,AGAP004295-PA,AGAP004295-RA,1274445,AgaP_AGAP004295,
Q7QCK0,AGAP002665,AGAP002665-PA,AGAP002665-RA,1273295,AgaP_AGAP002665,
Q7Q6V9,AGAP005643,AGAP005643-PA,AGAP005643-RA,1276328,AgaP_AGAP005643,
Q7QFA9,AGAP000386,AGAP000386-PA,AGAP000386-RA,1271865,AgaP_AGAP000386,
F5HKT4,AGAP012958,AGAP012958-PB,AGAP012958-RB,11175596,AgaP_AGAP012958,
Q7PPH7,AGAP005005,AGAP005005-PA,AGAP005005-RA,1275830,AgaP_AGAP005005,
A7USJ1,AGAP000189,AGAP000189-PA,AGAP000189-RA,5666735,AgaP_AGAP000189,
A7UT02,AGAP003535,AGAP003535-PA,AGAP003535-RA,5667523,AgaP_AGAP003535,
A0NBD9,AGAP007283,AGAP007283-PA,AGAP007283-RA,4576378,AgaP_AGAP007283,
A0ND57,AGAP002853,AGAP002853-PA,AGAP002853-RA,4577447,AgaP_AGAP002853,
Q7PXK6,AGAP001447,AGAP001447-PA,AGAP001447-RA,1281727,AgaP_AGAP001447,
Q7PKU6,AGAP001670,AGAP001670-PA,AGAP001670-RA,1281504,AgaP_AGAP001670,
Q7Q9F8,AGAP005248,AGAP005248-PA,AGAP005248-RA,1274961,AgaP_AGAP005248,
Q7PW89,,,,1280007,AgaP_AGAP009049,
Q7PRP5,AGAP000685,AGAP000685-PA,AGAP000685-RA,1272275,AgaP_AGAP000685,
